id,title,brand_id,size_id,status_id,disposal_conditions,user_id
579437906,Vestido Pull&Bear,51,3,2,4,21614117
579437012,Bikini de cordón lateral. ,1,7,6,4,39647699
579433027,Falda de rallas azul,599,4,2,4,39673057
579430169,Bermuda algodón.,573,211,6,4,39678783
579426503,"Top de tirantes, estampado mármol",217404,5,1,4,37134610
579425804,Sudadera Kaotiko,102982,207,2,4,39357026
579420713,Pendientes mango ,15,None,1,4,29619025
579416648,Sandalias Paco Gil ,35349,57,2,4,33785962
579416569,Chemise en jean Carhartt x APC taille M,362,208,3,6,30313429
575233492,"Camisera negra ""Fight for your rights""",14663,4,3,4,24719044
579415259,Sandalias Latouche ,535346,57,2,4,33785962
579411148,Reloj Fossil,5173,None,2,4,39666370
579410901,Vestido de fiesta,573,3,6,4,28178522
579410309,Zapatillas Pull and Bear sin estrenar,51,786,6,4,32740339
579403474,Veste en jean Levi's taille M,10,208,2,6,30313429
579401233,Sandalia de tacón beige muy cómoda. Cool Way,8993,60,2,4,30633190
579400971,Blusa Desigual ,491,3,2,4,23091211
579399806,Funda edredón nórdico ,14663,1313,6,4,29581513
579399770,Mono amarillo ,105,3,1,4,29395207
579398841,Tenis Rojos de Zara,12,59,3,6,27533781
579398827,Vestido de sidecar,286064,4,3,4,33833711
579397600,Zapatillas pablosky,177614,604,3,4,39673900
579395276,Sandalias pablosky,177614,604,3,4,39673900
579394051,Zapatos amarillos ,9461,59,2,6,27533781
579393629,Vestido de wheber,14867,4,2,4,33833711
579392877,Sandalia de tacón ancho negra. La Redoute,59,60,2,4,30633190
579392681,Pendientes plateados de H&M,7,None,6,4,28809814
579392441,Sandalias pablosky,177614,603,2,4,39673900
579391947,Pantalón The North Face,2319,208,6,4,36876776
579390931,Parte de arriba bikini,1,5,2,4,30339097
579390471,Chanclas marca beppi,64738,58,2,4,33891364
579389176,Top de flores,2825,3,6,4,36803623
579388620,Vaquero roto,599,5,2,4,27533781
579387000,Chaqueta manga tres cuartos,12,4,2,4,38108636
579386700,Blusa booho de Zara,12,4,2,4,39678293
579386280,Gilet/waistcoat Scotch&Soda taille M bleu foncé,13743,208,2,6,30313429
579386049,Monedero Michael Kors,6005,None,1,4,39678710
579385126,Parte de arriba de bikini Primark,105,4,3,4,38110162
579384589,Blusa Mango,15,3,6,4,28988501
579384389,Camisa sin mangas H&M,7,6,3,4,39678293
579383701,Braga bikini,172724,4,6,4,30339097
579382621,Alpargatas Primark num41 semiusadas,105,61,3,4,39678293
579382434,Zapatos tacón negro Stradivarius,41,59,1,4,30633190
579382156,Pantalón animal print,41,6,1,4,34712000
579382156,Pantalón animal print,41,6,1,4,34712000
579382010,Pantalon,51,3,6,4,30922326
579380224,Falda de flores,14663,629,2,6,39579199
579379162,Bralete color vainilla,117646,1310,1,4,34981134
579379094,Vestido marca comercial,573,4,2,4,33833711
579377688,Cartera Michael Kors,6005,None,2,4,39677766
579375118,Crop Top Bershka ,140,3,2,4,38110162
579373981,Mono largo,19831,3,2,4,39461044
579372598,Vestido celeste ,1247,90,1,6,39596625
579371404,Zapatillas niños,53,592,3,4,28437921
579369119,Falda de yessica C&A,11425,311,3,4,22469827
579367682,Zapato tacón plata,188302,59,2,4,21508932
579364761,Shorts negros pull&bear ,51,2,6,4,38162952
579364493,Jersey azul oscuro de Zara,12,633,1,4,30065120
579363911,Bolso marrón misako ,5323,None,2,4,39625121
579363890,Minifalda de cuadros.,172724,3,1,4,31567159
579361466,ADIDAS ,14,786,6,6,38522715
579361065,Pantalon Zara blanco pitillo,12,2,2,4,37051382
579360802,Blusa Massimo Dutti,579,4,6,4,31567159
579359355,Raso Leopardo Stradivarius,41,3,6,4,39648667
579359314,Minifalda negra,792362,2,6,6,31567159
579356205,Sudadera com capucha napapijri,214,207,2,4,25141643
579351106,Vestido rayas ,12,4,1,4,35128724
579349307,Zapatillas Puma,535,792,6,4,35616988
579349294,Bolso rosa de Zara,12,None,2,4,39677195
579348634,"Blusón de ""gasa""",14867,3,2,4,39648667
579347653,Pantalones de perlas,816541,3,2,4,27453087
579345045,Collares marinos,1,None,6,4,39675692
579343993,Camisa vaquera stradivarius ,41,3,1,4,34710476
579343025,Jersey hollister,11493,4,2,4,21985741
579342180,Falda,14867,7,2,4,33202580
579341247,Tacones Atmosphere,131,58,2,6,26269752
579338566,Deportivas Adidas ,14,1201,6,4,39676855
579337911,Body brillante con encaje ,44811,3,2,4,28951619
579335249,Pantalón ancho,1,4,2,4,35805713
579334598,Vestido beige ,140,3,2,4,30277172
579334140,Falda,105,3,6,4,26155735
579333532,Camiseta blanca de ZARA,12,3,2,4,28951619
579333049,Zapatillas Asics niño. ,1195,603,6,4,39676505
579329438,Jersey fino pull&bear,51,3,2,4,21985741
579328990,Tarjetero michael kors,6005,None,2,4,34157658
579327855,Sandalia turquesa Panama Jack,88314,60,6,4,23612884
579324642,Tejano blanco 3/4,94,3,1,4,29752450
579324561,Pantalón corto Zara,12,5,6,4,39659931
579324408,Vestido azul de flores ,793983,3,2,4,30277172
579324335,Shorts deporte bershka,140,4,1,4,39676291
579322870,Camiseta de flores ,12,625,2,4,39673086
579319889,Sandalia plana de xti,1261,59,2,4,30273425
579318048,Bandolera,491,None,3,4,37166254
579317810,Shoes new..,95768,59,6,4,39675827
579316252,Nike air max 97,53,778,3,4,22274429
579313324,Top rojo con lazo ,1,2,2,4,26033153
579312604,Vestido palabra de honor ,140,3,2,4,35855452
579311832,Zapatos vintage,793983,59,2,4,29752450
579310548,Falda de rayas Pull and Bear.,51,5,6,4,25601807
579310528,Shorts zara nuevos,12,3,6,4,31325899
579310052,Zapatos de Adidas,14,1196,2,4,39675530
579307816,Zapatos de fiesta,793983,59,2,4,29752450
579307667,Falda de Massimo Dutti,579,631,1,4,39675530
579307326,Bolso rosa empolvado ,3403,None,2,4,33813795
579306660,vestido noche,349484,3,2,4,21617593
579305810,Deportivos altos Bershka ,140,778,2,4,39275039
542069612,Anillo Pandora corazones,5083,1208,6,4,35166377
579304022,Zapatillas Pepe Jeans,192,58,6,4,31325899
579303991,Tacones de terciopelo.,41,56,3,4,35865610
579303929,Mini falda entallada con estampado de cuadros,140,3,1,4,26033153
579296552,Zapatos negros de piel abotinados. Marca Nine West ,6617,1198,2,4,30754833
579295120,Blusa de terciopelo de Stradivarius,41,4,1,4,39607066
579294874,Conjuntos recien nacidos mayoral,177880,613,6,4,24673067
579294379,Sandalias Maria Mare,83028,59,2,4,39393014
579294024,Vestido Zara,12,4,1,4,39621407
579293132,Zapatos Camper,6607,60,2,4,39387863
579290498,Sandalias,7,56,3,4,35865610
579290317,Botines fútbol ,53,785,2,4,25164116
579285977,Zapatillas huarache nike,53,785,3,4,29086289
579288558,Sudadera de terciopelo Bershka,140,4,1,4,39607066
579288061,Camiseta de estampados animales de Sfera ,3199,3,3,4,39650225
579287017,Mini falda Bershka,140,4,2,4,37281585
579285813,Camiseta,12,2,1,4,39673249
579285150,Chaqueta Negra Mango,15,3,6,4,39642675
579285033,Sandalias veraniegas,105,1198,2,6,39671551
579283531,Mono Amarillo Stradivarius ,41,4,2,4,39621407
579282955,Body blanco ,1184488,2,6,4,35773308
579282898,Funda de móvil Samsung Galaxy J5 2017,1,None,6,6,25317534
579282425,Blusa Primark,105,4,6,4,39607066
579281854,Camiseta de tirantes de Stradivarius,41,3,3,4,39650225
579278863,Shorts rayas Bershka,140,2,2,4,39393014
579278583,Sandalia de piel negra,1,58,1,4,39672298
579275972,Bolso maternidad,268686,None,1,4,31789381
579275603,Sandalias montaña,98860,785,3,4,32996723
579273981,Cazadora Bershka,140,210,2,4,39671258
579272986,Botas de fútbol ,535,786,6,4,39674092
579269386,Chándal psg nike talla ,49193,210,1,6,39674346
579268785,Crop Top de manga larga de 3 colores SHEIN,2825,3,2,4,39176876
579268761,Reloj seiko hombre original,65598,None,2,4,31099920
579267877,Pantalón cortito.,51,5,4,4,39596421
579269386,Chándal psg nike talla ,49193,210,1,6,39674346
579268785,Crop Top de manga larga de 3 colores SHEIN,2825,3,2,4,39176876
579268761,Reloj seiko hombre original,65598,None,2,4,31099920
579267877,Pantalón cortito.,51,5,4,4,39596421
579266828,Bolsos de mano/ carteras,349484,None,2,4,23981401
579266683,Polar rojo reloj,52759,None,2,4,30168070
579265570,Zapatos de tacón ,40651,60,4,4,38474364
579265404,Zapatilla Puma Ryu,535,782,1,4,39672947
579263862,Jersey Cerúleo,599,4,3,4,31295517
579263121,Falda c&a ,11425,4,2,4,31091116
579258170,Sudadera de Bershka ,140,207,2,4,39673924
579255529,Anillo plata bañada en oro ,416842,1224,6,4,25868773
579253724,Tacones Guess a estrenar 39,20,59,6,4,32267241
579252342,Falda cuero Stradivarius ,41,3,2,4,26346919
579251366,Chaqueta de Bershka,140,208,1,4,39673924
579249594,Cazadora bomber reversible boys de Zara,12,207,2,4,23091468
579249387,Deportivas tachas Stradivarius ,41,57,2,4,30176790
579248188,Flash serum Martiderm,704217,None,6,4,20600619
579247639,Zapatillas,11445,59,6,4,39673249
579245291,Zapatos tacón altos,14867,58,2,4,24138010
579243514,Zapatos de ruedas,15609,59,3,4,27559346
579243502,Camisa tirantes Lefties,599,5,2,4,35933633
579243393,Converse Blanca talla 42 ,11445,784,3,4,28643397
579242759,Camiseta en rosa fucsia con etiqueta Talla M equivale a 42,792362,4,6,4,31682040
579240355,Cuñas,51,61,2,4,31853178
579238574,Jersey de punto. Cuello barca,140,4,3,4,31620994
579238304,Pantalón largo pitillo de Lefties,599,2,2,4,39672856
579235653,Botas mujer,1,60,2,4,27681807
579235429,Blusa de Bershka,140,4,1,4,22203883
579234624,Sandalias cuñas ,51,60,2,4,30965208
579231708,Fundas IPhone XS Max,109422,None,2,4,27493374
579231148,Falda pepe jeans,192,5,6,4,35593476
579230648,Cuñas marrones Sfera,3199,57,2,4,27108532
579230579,Camiseta Zara ,12,3,2,4,22203883
579227411,Tacones Gris ,51,56,2,4,39664796
579226740,Zapatos de tacón ,12,60,6,4,39673153
579225557,Sandalias Gioseppo Ormeggio ,31559,58,6,4,28988511
579223720,Deportivas salomon,15457,788,6,4,27974940
579223533,Camisa marca Milano ,17155,208,6,4,39632480
579221317,Parka verde militar H.E. Mango L,15,209,2,6,39297846
579220205,"Nike SB check, granate",53,61,3,4,21804764
579219547,Caja con esquejes de aloe vera,1,None,3,4,30923494
579219244,Casco de niño spiderman,349484,625,2,4,30265673
579217673,Shorts - Levis 501,10,3,2,4,31663766
579214809,Polo lacoste de mujer ,304,4,2,4,39672921
579214532,Soporte para el móvil,1,None,1,6,22010548
579213911,Blusa de tirantes,41,3,1,4,28279342
579212801,Mono estampado,573,90,6,4,29359030
579212371,Polo sin mangas Lacoste de mujer,304,4,2,4,39672921
579212353,Camiseta Azul Marino,14663,209,6,4,39672689
579211209,Vestido fiesta,1,4,2,4,32591307
579210817,Articulo guardapilas,1,None,2,6,39672236
579210062,top negro de romwe,577,3,6,4,38928304
579209830,Falda floral de stradivarius,41,4,1,4,39671452
579208624,Sandalias de tacón ,140,57,2,4,37622451
579208295,Camiseta Mickey Mouse,14663,210,6,4,39672689
579207276,Vestido verano,94130,3,2,4,27969328
579204624,Navy Blue MAJE Coat,116,5,4,4,39554664
579204301,Vestido Mango,15,3,2,4,32591307
579203787,Pantalón,796699,2,6,4,27274573
579201721,Camisa Benetton manga corta,351,207,2,4,24385732
579201407,Generación dead,1,None,1,6,33999439
579199714,Chaleco verano,7811,90,2,4,27969328
579195523,Blusa de hombros Zara,12,4,2,4,24504373
579195077,Zapatos variocolor ,1,59,2,6,39654945
579194341,La última princesa,1,None,1,6,33999439
579192400,Zapatillas converse one star navy/white/white del footlooker,11445,790,6,4,39644596
579189758,Zapatillas Lacoste ,304,1195,4,4,32640407
579189489,Camiseta basica,1,4,2,4,28585624
579189091,Vestido azul marino ,349484,3,6,4,28922305
579187824,Bikini,2825,4,1,4,38707588
579187701,Falda plisada M,14867,4,2,6,28013887
579187168,Vestido original tipo faraona,661703,3,1,4,20503572
579186448,Capota bugaboo bee no extensible,300092,None,2,4,31265315
579181619,Vestido Holy preppy,661703,3,1,4,20503572
579176314,Oso peluche,1,620,3,4,28681067
579176176,Zapatos de tacón verdes,1,57,2,4,29078901
579174770,Zapato de salón ,211,59,6,4,39593724
579171399,Zapatos tacón Zara ,12,58,2,4,29872304
579169571,Zapatillas Adidas,14,1197,2,4,32835072
579168893,Sandalias Marypaz NUEVAS,9461,61,1,4,37790559
579165177,Pantalón paperbag,41,3,6,4,36782623
579159740,Zapatillas new balance,1775,58,4,4,35963295
579158925,Bolso ,1,None,3,4,37614959
579153315,Mini Falda polipiel Zara ,12,3,2,4,22793143
579152697,Zapatillas blancas ,26681,59,4,4,35963295
579151441,top bikini rosa push up,64618,3,1,4,29183095
579149893,Jersey Abercrombie rojo,93,5,2,4,32134229
579148336,top bikini celeste push up,14663,3,2,4,29183095
579148115,Camisa sin mangas,12,632,1,4,34712000
579143415,Pantalón pitillo Bershka,140,3,2,4,39669227
579143296,Camisa talla 38,144500,4,1,4,27461743
579142085,Deportivas Metcon Nike 42 CrossFit,53,784,6,4,21374547
579139881,Falda abierta en medio ,140,2,2,4,32429969
579138895,Riñonera estilo latino  América ,1,None,1,4,30941535
579137944,Camiseta Salsa,260,4,1,4,30570243
579125065,Zapatillas verano talla 41 con cordones,15949,782,2,4,35662098
579124931,Pendientes de plata bañada en oro,416842,None,6,4,25868773
579123066,Zapatillas Nike ,53,786,2,4,33706896
579122119,Collares ,1,None,2,4,29284915
579121815,Sandalias cuña ,793983,58,2,4,29840524
579121068,Falda cuero Zara,12,4,1,4,37753675
579120466,Bolso para la playa,816541,None,2,4,39669128
579120163,Pulseras,1,None,2,4,29284915
579116937,Vestido purpurina Zara,12,4,1,4,37753675
579116895,Mono estampando de Desigual,491,631,2,4,29722227
579115993,Falda tenis,386,3,6,4,27461743
579115657,Bisutería: anillos pulseras collares,1,None,2,4,29284915
576572523,Bolso con estampado de corazones,105,None,1,4,39320983
579114808,Vestidos turquesa tipo hindú,792362,7,6,4,39649451
579112962,Converse,11445,56,2,6,27044255
579112916,Zapatos ,12,58,2,4,33925962
579111710,Pantalón vaquero corto,1,206,2,4,25261397
579111678,Zapatos casi sin uso,1261,784,2,4,39569122
579109799,Bolso granate y dorado de Zara ,12,None,2,4,24370168
579109468,Cuerpo/camiseta Zara,12,4,6,4,39664267
579107323,Camiseta corta nike ,53,4,2,4,24370168
579106988,Blusa Flores Levi’s ,10,2,6,4,38465885
579103486,Pantalones negros de Zara Kids,12,629,3,4,39668306
579102933,Jersey mujer ,101506,3,2,4,28552572
579102723,Gafas de sol Ray ban Wayfarer Morada-Rosa,242,None,2,4,24351218
579102140,Bomber con mangas terciopelo de Asos,49,209,2,4,39668063
579101838,Sandalias tacón pull and bear,51,56,2,6,27044255
579100784,Zapatillas mustang,11897,58,1,4,39669517
558062759,Bailarinas cobre Adolfo Domínguez,3261,59,2,4,32821520
579098797,Zapatillas Nike negra y blanca,53,58,2,4,24198909
579095124,Playeras Under Armour ,52035,788,6,4,39669230
579095130,Vestido verano,12,5,6,4,22317266
579095052,Jersey mujer,1,3,2,4,28552572
579094962,Zapatos muy cómodos,1,782,3,4,39569122
579093252,Shorts pantalón corto.,7,2,2,6,27663633
579092291,Chanclas de piel Gios Eppo,6041,56,6,6,27044255
579091329,NIKE SB color gris,53,782,2,4,21804764
579086844,Sujetadores nuevos sin usar,1,1260,6,4,31343634
579086425,Sandalias plateadas Marypaz Número 37,9461,57,2,4,33934916
579086138,Sandalia plataforma mustang,11897,60,2,4,32629057
579084475,Pantalón chino verde militar vivo ,12,4,2,4,30466468
579083905,Camiseta roja sin mangas,349484,209,1,4,21788590
579081848,Pendientes indie kid hechos a mano!,1,None,6,4,39376895
579081094,Falda color amarillo. Vero moda,55,2,3,4,22014658
579080114,Bambas ,5291,56,2,4,39668590
579079723,Short vaquero,140,2,1,4,34755351
579077342,Pantalón corto/ short,140,2,1,4,34755351
579074510,Sandalias de tacón,51,58,2,4,25917010
579074316,Vestido liso ,1,4,2,4,39186877
579073737,Camiseta bebe volante basica,124558,617,6,4,24315661
579071955,Top negro escote de corazón ,41,3,2,4,39588174
579071242,Plancha para el pelo Rowenta,184738,None,6,4,33557030
579071078,Bolso de mano ,1,None,3,4,39667939
576857739,Trona Jane Mila,54915,None,2,4,39591316
579069394,Falda estampado,15,4,2,4,39186877
579068599,Bolso grande marca mustang,11897,None,3,6,39667993
579067085,Camiseta animal print Springfield,11421,2,1,4,31711855
579065146,Vestido rojo  corto hombros descubiertos,140,2,2,4,36502424
579064941,Bolso de verano,1,None,2,4,31609605
579064084,Botines camperos efecto desgastado,9461,57,2,4,24198909
579063390,Pañuelo estampado,793983,None,1,4,39186877
579061253,Bolso desigual,491,None,2,6,39667993
579059059,Sandalias azules Talla 38,792362,58,2,4,22480525
579057227,Pantalón corto color blanco ,11421,4,6,4,34755351
579057063,Pendientes indie kid hechos a mano!,1,None,6,4,39376895
579056183,Zapatos marypaz,9461,60,2,4,26951635
579055184,Shorts desgastados,140,3,2,4,28940237
579052884,Dos pantalones de colores rojo y rosa,792038,4,2,4,26799188
579052341,Panama jack,88314,782,3,6,21844474
579051691,Pantalón corto de Springfield,11421,5,2,4,27389948
579048889,Bolso de mano estampado tropical ,12,None,1,4,30838349
579047320,Zapatillas Nike Joyride Dual Run,53,1196,6,4,30435805
579044732,Abrigo Zara,12,3,2,4,31281935
579043726,Ralph Lauren,88,102,3,6,39667286
579043679,Shorts surf Billabong,446,2,2,4,22063223
579043214,Signos del zodiaco,1,None,1,4,39016973
579042433,Blusa azul marino,55,3,2,4,27934295
579042371,Cangrejeras Igor ,261578,61,6,4,34268191
579038420,Pantalon vaquero Bershka,140,2,2,4,27519739
579037301,Sandalias plateadas,882592,56,2,4,33314151
579035277,Zapato tacøn de piel,335714,58,1,4,31609605
579034971,Camisa de rayas de Zara,12,4,1,4,39585634
579031110,Sudadera de vestir mango,15,2,2,4,34340269
579029952,Camisa-Vestido,41,4,2,6,33463978
579027145,Camisa escrita,1,4,2,4,34340269
579026935,Short t 36,383599,622,6,4,29556018
579026054,Camisa azul zara,12,208,3,4,39655521
579024342,Cinturon,1,None,6,4,31609605
579022221,Vestido verano rosa palo,349484,3,2,4,39665774
579022002,Sandalias,41,59,2,6,33463978
579021885,Camiseta con estampado de C&A,11425,102,2,4,37724733
579020263,Camiseta manga corta,140,2,2,4,39664036
579019705,Camisa bsk ,140,4,2,4,34340269
579016198,Falda de pana pull & bear. Talla pequeña,41,5,2,6,22234811
579016190,Reloj inteligente smartwatch,263,None,6,6,39635412
579015731,Jersey cuello pico,11421,210,2,4,39665836
579016190,Reloj inteligente smartwatch,263,None,6,6,39635412
579015731,Jersey cuello pico,11421,210,2,4,39665836
579014879,Vestido Oysho talla S,354,3,2,4,39665774
579014232,Bailarinas piel Zara  a estrenar negras con hebillas ,12,57,6,4,38345082
579012185,Camisa estampado flores Sfera,3199,208,2,4,39655521
579008454,Zapatillas Nike ,53,58,1,4,39666328
579007413,Camiseta ,1,209,6,4,21785481
579005886,Falda metálica,41,4,2,6,22234811
579005062,Crop Top del Bershka,140,2,2,4,37724733
579003845,Vestido ,15,4,1,4,39665359
579003299,Botas ,41,56,3,4,28732915
579002362,Vestido mimi estampado H&M ,7,4,3,4,39570367
578999247,Bolso mujer Zara,12,None,6,4,28973239
578998713,Blazer color burdeos de Bershka,140,4,2,4,39666098
578998006,Falsa cordones rosa ,197,4,1,4,29219037
578995789,Camiseta con dos usos ,2689,4,2,4,35470554
578987307,Zapatillas blancas,15,59,3,4,38685729
578985615,Shorts fiesta 🎉 ,41,5,6,4,31934231
578982207,Botines pull and bear ,51,60,2,4,39665823
578982180,Bolso Primadonna,95690,None,1,4,32459246
569048064,Falda Zara ,12,4,6,4,39296859
578978048,Blusa coral manga semi,15,6,6,6,26773024
578976176,Bolsa térmica o guatero blanco,3393,None,1,4,34981134
578975458,Pegatinas dibujos de tatuaje ,105,None,6,4,39665683
578974604,Zapatillas deportivas niñ@ NIKE,53,603,2,4,28205449
578974148,Ropa bebé,105,614,2,4,39665636
578972926,Fila y corta blanca,787,208,3,4,26052325
578972152,Blusa de pull & bear con mangas anchas y de palabra de honor,51,3,2,4,37405536
578972000,Short militar bershka ,140,4,2,4,39204281
578962293,Chaqueta Adidas ,14,207,2,4,39665118
578958505,Sudadera fila ,5291,207,2,4,39665118
578955900,Camisa rayada.,105,3,2,4,39664356
578952094,Blusa negra off shoulder de Zara,12,3,1,4,37451769
578950944,Vestido palabra de honor,1,90,6,4,39664631
578948521,Camiseta ,51,3,2,4,39626656
578948295,Falda alta marrón sin estrenar.,1,4,6,4,39664356
578947869,Zapatos de cuña,7,59,2,4,32278857
578947487,Camisa rayas,1,4,6,4,39626672
578946660,Pantalones de Zara ,14663,4,6,4,39664513
578941971,"Vestido doble manga, hombros al aire, Lefties",599,3,2,4,39664595
578941693,Camiseta tipo jersey ,12,5,1,4,22898747
578940138,Top lencero con la etiqueta.,1,3,6,4,39664356
578938021,Tipo jersey ancha,41,4,1,4,22898747
578937963,Bikini rosado talla M,349484,4,3,4,21876946
578936008,Sudadera de chica,140,207,2,4,32799791
578933892,Organizador,184302,None,1,4,22932813
578932623,Bolso de mano ,45321,None,6,4,39664376
578932463,Camiseta ancha,12,4,1,4,22898747
578929163,Gorro con perlitas,105,None,1,4,22932813
578928059,Crop top azul de Bershka ,140,3,3,4,39653937
578926888,Zapatos de tacón alto para fiesta,349484,59,2,4,32278857
578926763,Pañuelo,868023,None,1,4,22932813
578917153,Top blanco flores,140,3,2,4,24141159
578916855,Bolso  mano o con cadena easy wear,64618,None,1,4,21793440
578913994,Pantalón corto ,452,2,1,4,32416074
578913430,Vestido azul ,7,3,6,4,39662051
578911078,Top animal print,2825,3,6,4,24345880
578910175,Pantalón de cuero,41,4,2,4,31623090
578909522,Vaqueros de Tommy ,94,102,4,4,39663785
578908577,Falda pareo,2825,4,6,4,24345880
578905327,Jersey ,796699,6,6,4,31623090
578904325,Camisa de cuadros afuera,3199,208,2,4,39661590
578903460,Conjunto estampado de flores ,1,3,6,4,27970974
578902452,Falda de cuadros de Mango,15,6,1,4,28829471
578902251,Manoletinas negras ante o similar,11897,58,2,4,26312859
578902188,Zapatillas Vans,139,786,2,4,32350999
578900674,Timberland ,44,776,2,4,26487523
578899618,Body cuello halter Stradivarius ,41,4,1,4,27516798
578897990,Pantalón corto étnico,131,7,3,4,37159868
578897459,Vestido color coral de Bershka,140,4,6,4,39662051
578894992,Camiseta hym color granate ,7,5,2,4,39597746
578892852,Mono corto de Zara,12,3,2,4,35955839
578890817,Camisetas con mangas y sin mangas rosas	and beats diseño Alejandro Sanz ,174102,206,6,4,23240939
578890439,Botines plano negro,51,59,2,4,39191468
578890411,Body con estampado de primark,105,2,2,4,25898908
578890165,Zapatos Nike Cortez,53,780,2,6,39663076
578887580,Blusa fucsia de Zara ,12,4,2,4,35955839
578887071,Conjunto bikini Shein,2825,2,6,4,31261058
578886353,Top Zara,12,4,6,4,29416722
578884388,Camiseta de manga corta,793983,3,2,4,39434285
578884274,Zapato de tacón,9461,56,2,4,39662613
578880606,Camisa de Cortefiel,5879,4,2,4,39653353
578877556,Zapato negro ,13625,56,3,4,39662613
578877161,Bolso vintage de piel.,573,None,3,4,38056256
578876779,Chaleco sin mangas marrón de Lefties,599,4,2,4,27516798
578873011,Sueter azul marino de primark,105,4,1,4,39662313
578872784,Camisa rayas ,12,102,6,4,27366058
572599120,Playeras asics gel lite III,1195,60,2,4,39164621
578867123,Camiseta tirantes con palmeras,599,3,2,4,27516798
578864978,jersey crop top a rayas,51,4,1,4,32745440
578860930,Short lila,140,5,3,4,22633475
578857838,Chaqueta terciopelo ,573,4,1,4,22633475
578857737,Chaqueta bomber de Selected homme,10447,209,2,4,37447860
578856532,Shorts,140,102,2,4,37960914
578855126,Zapatillas Adidas Super Star,14,785,4,4,39661646
578854606,Peto vaquero,140,102,2,4,37960914
578854606,Peto vaquero,140,102,2,4,37960914
578854182,Pijama parte de arriba,60,630,2,4,39661793
578853850,Zapatilla de Padel,1195,792,2,4,37447860
578853703,Zapatos Tacon de HF shoes,613852,59,2,4,39661827
578852173,Zapatos tacón  de  primadona ,95690,60,1,4,39507473
578850361,Short ,3,102,2,4,37960914
578849428,Chaqueta de cuadros de Oysho,354,5,2,4,39627273
578848340,Pantalón tobillero mujer,349484,4,2,4,20558267
578847277,Camisa de lunares manga asisa,7,5,2,4,29161691
578846708,Falda lentejuelas Subdued ,20915,3,6,4,38503378
578846089,Pantalón corto negro Inside,5143,4,2,4,39661640
578845759,Zapatos,41,59,1,4,32163140
578845699,Botitas Garvalin,207054,589,6,4,25797548
578841261,Body pull and bear,51,4,2,6,29520659
578839799,Braguita bikini,354,3,1,4,30635225
578839204,Body Bershka ,140,3,2,6,29520659
578838554,Shorts bermuda azules con rayas blancas,51,2,2,4,32124294
578838054,Zapatos de esparto,868023,57,2,4,30015484
578837781,Bañador verde de Pimkie,3,2,6,4,33007344
578836672,Bolso bohemio azul,1,None,3,4,39661055
578836206,Zapatillas victoria ,11423,60,2,4,26158147
578836129,pantalones anchos,173,90,2,4,29642035
578829050,banda flores,173,90,2,4,29642035
578828863,Camisa Zara talla S,12,3,6,4,28543786
578827673,Pantalón de rayas de Springfield,11421,208,2,4,39061769
578827558,Vestido bershka ,140,2,2,4,27547275
578825536,Bailarina bicolor ,792362,57,2,4,21618416
578824361,Sudadera nike ,53,208,2,6,24395742
578824336,Vestido mostaza Pull&Bear,51,5,2,4,37525417
578823890,Náuticos ,1,780,3,4,26158147
578823015,Blusa blanca stradivarius,41,4,2,4,32259893
578822623,Deportivas Nike,53,776,2,4,21291514
578820877,Bailarinas Zara ,12,57,2,4,21618416
578820439,Sudadera nike,53,208,2,6,24395742
578817659,Bolso marrón de Misako,5323,None,4,4,37875008
578816131,Botines negros ,793983,58,2,4,34445970
578816089,Pichi rojo  Monopatín ,1,4,2,4,37525417
578815390,Top con rayas de Bershka ,140,634,2,4,37228672
578815272,Zapatillas vans rojas,139,56,3,4,39660611
578813909,Turbante ,41,None,1,4,34891276
578811811,Zapato marypaz negro,9461,59,3,4,39502534
578811359,Zapatillas Vans azules,139,56,2,4,39660611
578808389,Pantalón corto bámbula marrón,51,5,1,6,38658382
578807877,Sandalias con pedrería ,95690,56,2,4,22822420
578807341,Zapatos fútbol niño (26),12805,595,2,4,39660283
578804489,Camisa de color negra,1,620,2,4,37228672
578803372,Chaqueta SLAM,97140,207,2,4,30842007
578802374,Blusa fluida rosa,796699,5,2,4,35107891
578801957,Camisa Vaquera Springfield talla M,11421,208,2,6,39400836
578801279,Bershka,140,208,2,4,32912090
578799753,Camiseta collar ,30149,90,1,4,21195852
578799274,Espinilleras Barcelona ,53,208,2,4,39442378
572549719,Pantalones vaqueros (Queen) ,51,208,2,4,39191701
578794135,Camiseta Rosa,32175,5,6,4,35107891
578793998,Camisa de cuadros de Zara,12,3,2,4,39660104
578793090,Camisa blanca de Bershka ,140,4,2,4,37228672
578792747,Camisa hawaiana,24239,4,2,4,39659825
578791821,Mochila ,131,None,3,4,24360984
578789782,Brazalete para correr ,5291,None,6,4,28990154
578789450,Zapatillas deportivas Nike blancas y azules,53,58,2,4,24360984
578787954,Alpargatas Massimo Dutti ,579,59,2,4,39659590
578787298,Alpargatas ,41,59,2,4,39654925
578787099,Camiseta de niño. Benetton talla s,351,624,2,4,39657019
578785651,Vestido veraniego,41,3,2,4,33329324
578784495,Vestido rayas,140,3,2,4,22751442
578783611,Collar candado,44203,None,1,4,31267140
578781456,Tacones de mtng negros ,11897,59,2,4,22143783
578780921,Bikini verde militar ,217404,4,6,4,25431461
